IAM,Year,Country,Project,ID,IAM ID,Filer(s),Environmental Category,Project Company,Project Number,Related Project Number,Project Type,Financial Institution,Project Loan Amount,Sector,Issues,Complaint Status,Filing Date,Registration Start Date,Registration End Date,Eligibility Start Date,Eligibility End Date,Dispute Resolution Start Date,Dispute Resolution End Date,Compliance Review Start Date,Compliance Review End Date,Monitoring Start Date,Monitoring End Date,Compliance Report Issued?,Date Closed,Documents,Hyperlink,Project Date,Project Status,Project Description
CAO,2010,Ghana,"Tullow Oil, Kosmos Energy, and Jubilee FPSO 27918, 28798 &",166,21,,B,"Tullow Oil, Kosmos Energy Finance & Jubilee Ghana",27550,,"Oil, Gas, Mining, & Chemicals",IFC,"$265 mil A loans, $519 mil B loan & $60 mil equity",Oil and Gas,IFC’s procedures and standards for deepwater offshore oil and gas exploration projects,Closed,"August 19, 2010","August 19, 2010",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=166,,,
CAO,2018,Ghana,Meridian Port Services Limited,1270,21,,A,Meridian Port Services Limited,36706,,Infrastructure,IFC,USD250 million,Port and Harbor Operations,"Forced resettlement, lack of compensation and occupational health & safety",Open - Ombudsman,"February 26, 2018","February 26, 2018",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1270,,,
CAO,2017,Guinea,Nedbank,1259,21,,FI,Nedbank Group Ltd,26014,,Global Financial Markets,IFC,Debt up to ZAR1billion ($139 million equivalent),Banking,"Forced displacement from land, compensation, livelihood concerns",Open - Ombudsman,"April 27, 2017","April 27, 2017",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1259,,,
CAO,2016,Kenya,Bidco Bev & Det,248,21,,B,BIDCO AFRICA LIMITED,33385,,Global Manufacturing & Services,IFC,US$23 million A loan and up to $13.5 million B loa,F-Al - Other food,"Labor conditions, terms of employment, occupational health and safety, freedom of association, rights of casual workers, employee grievance mechanism",Open - Compliance,"June 10, 2016","June 10, 2016",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=248,,,
CAO,2017,Kenya,Bidco Bev & Det,1261,21,,B,BIDCO AFRICA LIMITED,33385,,Global Manufacturing & Services,IFC,US$23 million A loan and up to $13.5 million B loa,F-Al - Other food,"Unfair dismissal, payment of employment benefits, rights of casual workers",Open - Compliance,"May 23, 2017","May 23, 2017",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1261,,,
CAO,2018,Kenya,Bridge International Academies,1272,21,,B,NewGlobe Schools Inc,32171,,Global Manufacturing & Services,IFC,USD 10 million equity investment,Education Services,"Violation of national laws, health and safety, labor concerns, intimidation, discrimination",Open - Ombudsman,"June 15, 2018","June 15, 2018",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1272,,,
CAO,2008,Kenya,Pan African Paper Mills Ltd.,83,21,,B,Panafrican Paper Mills (E.A.) Limited,7206,,Global Manufacturing & Services,IFC,$15 million,Pulp & Paper,,Closed,"February 01, 2008","February 01, 2008",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=83,,,
CAO,2012,Africa region,Africa Investco,186,21,,C,Baobab Investments Limited,27819,,Infrastructure,IFC,$3 million equity,XX - Other,"Compensation, fair treatment, management systems",Closed,"March 28, 2012","March 28, 2012",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=186,,,
CAO,2010,Mozambique,Mozal 7764 and,159,21,,A,Mozambique Aluminium S.A.R.L,10323,,"Oil, Gas, Mining, & Chemicals",IFC & MIGA,Up to $135 million in quasi-equity and loans,Primary Metals,"Air emissions, community health & safety, consultation, information disclosure, environmental management plans.",Closed,"October 01, 2010","October 01, 2010",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=159,,,
CAO,2001,Nigeria,Niger Delta Contractor Revolving Credit Facility,106,21,,FI,Niger Delta Contractor Revolving Credit Facility,10683,,"Oil, Gas, Mining, & Chemicals",IFC,$10 million (Loan),Finance & Insurance,,Closed,"June 01, 2001","June 01, 2001",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=106,,,
CAO,2012,South Africa,Lonmin,206,21,,A,Lonmin plc,24803,,"Oil, Gas, Mining, & Chemicals",IFC,"10 year A loan of $100 million, $50 million equity",Mining,"Labor dispute, project due diligence and supervision",Closed,"August 21, 2012","August 21, 2012",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=206,,,
CAO,2015,South Africa,Lonmin,235,21,,A,Lonmin plc,24803,,"Oil, Gas, Mining, & Chemicals",IFC,"10 year A loan of $100 million, $50 million equity",Mining,"Air and water pollution, negative impact on living conditions",Open - Compliance,"June 16, 2015","June 16, 2015",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=235,,,
CAO,2013,South Africa,Tsodilo,203,21,,B,Tsodilo Resources,29378,,"Oil, Gas, Mining, & Chemicals",IFC,Up to US$10.47 million equity,Mining,Environmental impact to biodiversity and cultural heritage of protected area,Closed,"April 22, 2013","April 22, 2013",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=203,,,
CAO,2002,Tanzania,Kahama Mining Corp. Ltd.,113,21,,,Barrick Gold Corp. of Canada,3661,,,MIGA,$56.25 million (Guarantee),Mining,,Closed,"January 01, 2002","January 01, 2002",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=113,,,
CAO,2015,Togo,Togo LCT,232,21,,A,Société Lomé Container Terminal,29197,,Infrastructure,IFC,$116.21 million,Port and Harbor Operations,Land and livelihood,Open - Compliance,"March 09, 2015","March 09, 2015",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=232,,,
CAO,2018,Togo,Togo LCT,1269,21,,A,Société Lomé Container Terminal,29197,,Infrastructure,IFC,$116.21 million,Port and Harbor Operations,"Resettlement, Livelihoods, Labor",Open - Ombudsman,"February 16, 2018","February 16, 2018",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1269,,,
CAO,2011,Uganda,Bujagali Energy Ltd 24408 (IFC) & 6732,164,21,,A (IFC),Bujagali Energy (IFC); World Power Holdings (MIGA),(MIGA),,Infrastructure,IFC & MIGA,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Utilities,Worker health & safety and compensation,Open - Compliance,"March 21, 2011","March 21, 2011",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=164,,,
CAO,2013,Uganda,Bujagali Energy Ltd 24408 (IFC) & 6732,199,21,,A (IFC),Bujagali Energy (IFC); World Power Holdings (MIGA),(MIGA),,Infrastructure,IFC & MIGA,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Utilities,Unpaid wages,Open - Compliance,"April 03, 2013","April 03, 2013",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=199,,,
CAO,2015,Uganda,Bujagali Energy Ltd 24408 (IFC) & 6732,230,21,,A (IFC),Bujagali Energy (IFC); World Power Holdings (MIGA),(MIGA),,Infrastructure,IFC & MIGA,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Utilities,Inadequate compensation for assets,Open - Compliance,"February 03, 2015","February 03, 2015",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=230,,,
CAO,2017,Uganda,Bujagali Energy Ltd 24408 (IFC) & 6732,1265,21,,A (IFC),Bujagali Energy (IFC); World Power Holdings (MIGA),(MIGA),,Infrastructure,IFC & MIGA,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Utilities,Worker health & safety and compensation,Open - Compliance,"June 06, 2017","June 06, 2017",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1265,,,
CAO,2011,Uganda,Agri-Vie Fund,180,21,,FI,Agri-Vie Fund PCC,27674,,Global Financial Markets,IFC,US$7m equity investment,Agribusiness,"Displacement from land, impacts to property, livelihood concerns, and project due diligence",Open - Ombudsman,"December 20, 2011","December 20, 2011",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=180,,,
CAO,2011,Uganda,Agri-Vie Fund,181,21,,FI,Agri-Vie Fund PCC,27674,,Global Financial Markets,IFC,US$7m equity investment,Agribusiness,,Closed,"December 20, 2011","December 20, 2011",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=181,,,
CAO,2017,Kenya,Bidco Bev & Det,254,21,,B,BIDCO AFRICA LIMITED,33385,,Global Manufacturing & Services,IFC,US$23 million A loan and up to $13.5 million B loa,F-Al - Other food,"Environmental damage, compensation for expropriated land and loss of livelihood.",Closed,"January 13, 2017","January 13, 2017",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=254,,,
CAO,2001,Uganda,Bujagali Energy Ltd 24408 (IFC) & 6732,114,21,,A (IFC),Bujagali Energy (IFC); World Power Holdings (MIGA),(MIGA),,Infrastructure,IFC & MIGA,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Utilities,,Closed,"June 19, 2001","June 19, 2001",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=114,,,
CAO,2001,Uganda,Bujagali Energy Ltd 24408 (IFC) & 6732,115,21,,A (IFC),Bujagali Energy (IFC); World Power Holdings (MIGA),(MIGA),,Infrastructure,IFC & MIGA,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Utilities,,Closed,"July 01, 2001","July 01, 2001",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=115,,,
CAO,2011,Uganda,Bujagali Energy Ltd 24408 (IFC) & 6732,172,21,,A (IFC),Bujagali Energy (IFC); World Power Holdings (MIGA),(MIGA),,Infrastructure,IFC & MIGA,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Utilities,"Land acquisition, compensation, impacts to health and infrastructure",Open - Ombudsman,"May 16, 2011","May 16, 2011",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=172,,,
CAO,2003,Zambia,Konkola Copper Mines Plc (KCM),116,21,,A,Konkola Copper Mines Plc,8570,,"Oil, Gas, Mining, & Chemicals",IFC,$30 million (Equity),"Oil, Gas and Mining",,Closed,"July 01, 2003","July 01, 2003",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=116,,,
