Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed
Land Management and Administration Project,Land Management and Administration Project,Cambodia,WB Inspection Panel,World Bank,60,Closed With Results,,Project/investment lending,"Land reform, Regulatory Development","Consultation and disclosure, Displacement (physical and/or economic)",,TRUE,TRUE,9/4/09,9/4/09,9/24/09,closed_with_outcome,,9/24/09,12/7/09,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,3/31/10,3/31/11,closed_with_outcome,,3/8/11,7/8/12,closed_with_outcome,,7/31/12
"Land Reform and Poverty Alleviation Project, 1st Request","Land Reform and Poverty Alleviation Project, 1st Request",Brazil,WB Inspection Panel,World Bank,14,Closed Without Results,,Project/investment lending,"Agribusiness, Land reform","Consultation and disclosure, Livelihoods, Other",,FALSE,FALSE,12/14/98,12/14/98,1/8/99,closed_with_outcome,,1/8/99,5/27/99,closed_without_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/99
"Land Reform and Poverty Alleviation Project, 2nd Request","Land Reform and Poverty Alleviation Project, 2nd Request",Brazil,WB Inspection Panel,World Bank,18,Closed Without Results,,Project/investment lending,"Community capacity and development, Land reform","Consultation and disclosure, Livelihoods, Other",,FALSE,FALSE,9/14/99,9/14/99,9/28/99,closed_with_outcome,,9/28/99,12/31/99,closed_without_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/99
Lanzhou Sustainable Urban Transport Project,Lanzhou Sustainable Urban Transport Project,China,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_30,Closed Without Results,,Project/investment lending,Infrastructure,Procurement,,FALSE,FALSE,6/25/14,6/25/14,6/26/14,closed_with_outcome,,6/26/14,6/30/14,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/14
Larnaca Sewerage and Drainage I,Larnaca Sewerage and Drainage I,Cyprus,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/07,Closed With Results,,Project/investment lending,Infrastructure,"Due diligence, Other environmental",,FALSE,FALSE,5/26/12,5/26/12,6/6/12,closed_with_outcome,,6/6/12,6/6/12,closed_with_outcome,,9/14/12,3/14/13,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Unknown,2/28/14
Lima Urban Transport Project,Lima Urban Transport Project,Peru,WB Inspection Panel,World Bank,61,Closed With Results,,Project/investment lending,Infrastructure,"Cultural heritage, Due diligence, Other community health and safety issues, Other environmental",,TRUE,TRUE,10/1/09,10/1/09,10/14/09,closed_with_outcome,,10/14/09,12/15/09,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,12/15/09,6/15/11,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,6/30/11
Loan for Dinant Corporation S.A. of C.V.,Loan for Dinant Corporation S.A. of C.V.,Honduras,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-HO-2014-077,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/14,1/1/14,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Lonmin-01/Vice President request,Lonmin-01/Vice President request,South Africa,IFC Compliance Advisor/Ombudsman,IFC/MIGA,206,Closed Without Results,,"Advisory services, Project/investment lending","Community capacity and development, Extractives (oil, gas, mining)","Labor, Violence against the community (by gov't and/or company)",,FALSE,FALSE,8/21/12,,,not_undertaken,,8/21/12,,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/13
Lonmin-02/Marikana,Lonmin-02/Marikana,South Africa,IFC Compliance Advisor/Ombudsman,IFC/MIGA,235,Active,,"Equity Investment, Project/investment lending","Community capacity and development, Extractives (oil, gas, mining)","Due diligence, Labor, Livelihoods, Other, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,6/16/15,,,not_undertaken,,6/16/15,6/1/15,closed_with_outcome,,9/1/15,3/1/17,in_progress,,12/1/17,,in_progress,,,,,,
Los Gigantes-Dioxitek,Los Gigantes-Dioxitek,Argentina,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_23,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/1/06,,,not_undertaken,,7/1/06,8/31/06,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/06
Low-Income Neighborhood Improvement Program - Habitar Brasil,Low-Income Neighborhood Improvement Program - Habitar Brasil,Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,BR-MICI004-2011,Monitoring,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Livelihoods",,FALSE,FALSE,6/10/11,6/10/11,6/16/11,closed_with_outcome,,6/16/11,8/22/11,closed_with_outcome,,4/1/12,4/1/14,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,2/19/15,,in_progress,,
Lukoil Overseas-01/Berezovka,Lukoil Overseas-01/Berezovka,Kazakhstan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,104,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining)","Displacement (physical and/or economic), Due diligence, Livelihoods, Other community health and safety issues, Pollution, Water",,TRUE,TRUE,9/1/04,,,not_undertaken,,9/1/04,10/8/04,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,4/1/07,4/1/08,closed_with_outcome,,4/1/08,4/1/09,closed_with_outcome,,4/30/09
Lukoil Overseas-02/Berezovka,Lukoil Overseas-02/Berezovka,Kazakhstan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,105,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining)","Displacement (physical and/or economic), Due diligence, Other community health and safety issues, Other environmental, Pollution",,FALSE,FALSE,4/1/07,,,not_undertaken,,4/1/07,5/2/07,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/08
Lukoil Overseas-03/Berezovka,Lukoil Overseas-03/Berezovka,Kazakhstan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,74,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining)","Displacement (physical and/or economic), Due diligence, Other community health and safety issues, Other environmental",,FALSE,FALSE,5/1/08,,,not_undertaken,,5/1/08,,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/09
Lydian Intl3-01/Gndevaz & Jermuk,Lydian Intl3-01/Gndevaz & Jermuk,Armenia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,221,Active,,"Equity Investment, Project/investment lending","Extractives (oil, gas, mining)","Biodiversity, Consultation and disclosure, Due diligence, Livelihoods, Other community health and safety issues, Pollution, Water",,TRUE,TRUE,4/16/14,,,not_undertaken,,4/16/14,4/1/14,closed_with_outcome,,,,not_undertaken,Not desired by complainant,4/27/15,8/1/17,closed_with_outcome,,8/1/17,,in_progress,,
Lydian Intl3-02/Gndevaz,Lydian Intl3-02/Gndevaz,Armenia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,222,Active,,"Equity Investment, Project/investment lending","Extractives (oil, gas, mining)","Consultation and disclosure, Displacement (physical and/or economic), Human rights, Livelihoods, Other community health and safety issues, Pollution",,FALSE,FALSE,7/25/14,,,not_undertaken,,7/25/14,8/1/14,closed_with_outcome,,2/1/15,9/1/15,closed_without_outcome,,10/22/15,,in_progress,,,,,,
M11 Gorey to Enniscorthy Road,M11 Gorey to Enniscorthy Road,Ireland,EIB Complaints Mechanism,European Investment Bank,SG/E/2010/2/INA,Closed Without Results,,,Infrastructure,"Consultation and disclosure, Due diligence",,FALSE,FALSE,2/22/10,2/22/10,5/31/10,closed_without_outcome,,,5/31/10,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/10
MHP-01/Ukraine,MHP-01/Ukraine,Ukraine,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_62,Closed Without Results,,,Other,Other,,FALSE,FALSE,5/1/12,,,not_undertaken,,5/1/12,5/31/12,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/12
MOZAL II,MOZAL II,Mozambique,EIB Complaints Mechanism,European Investment Bank,SG/E/2010/16,Closed With Results,,Project/investment lending,Manufacturing,"Consultation and disclosure, Due diligence, Other community health and safety issues, Other environmental, Pollution",,TRUE,FALSE,10/26/10,10/26/10,11/11/10,closed_with_outcome,,11/11/10,12/1/10,closed_with_outcome,,,5/31/12,closed_without_outcome,,,5/31/12,closed_with_outcome,,5/4/12,6/4/14,closed_with_outcome,,6/4/14
"Madhya Pradesh Water Sector Restructuring Project, 1st request","Madhya Pradesh Water Sector Restructuring Project, 1st request",India,WB Inspection Panel,World Bank,72,Closed Without Results,,Project/investment lending,"Infrastructure, Regulatory Development","Other community health and safety issues, Pollution, Water",,FALSE,FALSE,8/31/10,8/31/10,5/17/11,closed_with_outcome,,5/17/11,10/31/11,closed_without_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/11
Mahindra Farm Services-01/Confidential,Mahindra Farm Services-01/Confidential,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,99,Closed Without Results,,Equity Investment,Agribusiness,"Consultation and disclosure, Livelihoods, Other, Other environmental, Pollution",,FALSE,FALSE,3/4/07,,,not_undertaken,,3/4/07,,closed_with_outcome,,7/31/07,3/31/08,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/08
Mahindra Farm Services-02/Confidential,Mahindra Farm Services-02/Confidential,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,99,Closed Without Results,,Equity Investment,Agribusiness,"Consultation and disclosure, Livelihoods, Other, Other environmental, Pollution",,FALSE,FALSE,3/4/07,,,not_undertaken,,3/4/07,,closed_with_outcome,,7/31/07,3/31/08,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/08
Mahindra Farm Services-03/Confidential,Mahindra Farm Services-03/Confidential,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,99,Closed Without Results,,Equity Investment,Agribusiness,"Consultation and disclosure, Livelihoods, Other, Other environmental, Pollution",,FALSE,FALSE,3/4/07,,,not_undertaken,,3/4/07,,closed_with_outcome,,7/31/07,3/31/08,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/08
Mahindra Farm Services-04/Confidential,Mahindra Farm Services-04/Confidential,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,99,Closed Without Results,,Equity Investment,Agribusiness,"Consultation and disclosure, Livelihoods, Other, Other environmental, Pollution",,FALSE,FALSE,3/4/07,,,not_undertaken,,3/4/07,,closed_with_outcome,,7/31/07,3/31/08,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/08
Makka Leasing,Makka Leasing,Egypt,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_39,Closed Without Results,,No IFI involvement,Other,Other,,FALSE,FALSE,3/1/09,,,not_undertaken,,3/1/09,3/31/09,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/09
Maldives Maritime Transport Master Plan,Maldives Maritime Transport Master Plan,Maldives,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_14,Closed Without Results,,Advisory services,Other,Other,,FALSE,FALSE,2/13/13,2/13/13,1/14/13,closed_with_outcome,,1/14/13,2/28/13,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/13
Mallorca Hospital,Mallorca Hospital,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2015/04,Active,,Project/investment lending,"Healthcare, Infrastructure","Cultural heritage, Other environmental",,FALSE,FALSE,3/5/15,3/5/15,,closed_with_outcome,,,,closed_with_outcome,,,,,,,,,,,,,,
Manila Second Sewerage Project (MSSP),Manila Second Sewerage Project (MSSP),Philippines,WB Inspection Panel,World Bank,28,Closed Without Results,,Project/investment lending,Infrastructure,"Biodiversity, Consultation and disclosure, Due diligence, Livelihoods, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,9/26/03,9/26/03,10/1/03,closed_with_outcome,,10/1/03,9/30/03,closed_without_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/1/03
Manor Care Rossville,Manor Care Rossville,United States,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_60,Closed Without Results,,,Other,Other,,FALSE,FALSE,12/1/11,,,not_undertaken,,12/1/11,12/31/11,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/11
Maple Energy-01/Nuevo Sucre and Canaan,Maple Energy-01/Nuevo Sucre and Canaan,Peru,IFC Compliance Advisor/Ombudsman,IFC/MIGA,157,Closed Without Results,,Equity Investment,"Extractives (oil, gas, mining)","Consultation and disclosure, Due diligence, Gender-based violence, Human rights, Labor, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,4/6/10,,,not_undertaken,,4/6/10,4/8/10,closed_with_outcome,,6/1/10,8/1/11,closed_without_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/12
Marena Renovables Wind Project,Marena Renovables Wind Project,Mexico,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-ME-2012-046,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/12,10/1/12,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Marena Renovables Wind Project 2,Marena Renovables Wind Project,Mexico,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,ME-MICI002-2012,Active,,Project/investment lending,"Energy, Infrastructure","Biodiversity, Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Indigenous peoples, Other environmental, Other retaliation (actual or feared)",,TRUE,TRUE,12/28/12,12/28/12,1/4/13,closed_with_outcome,,1/4/13,9/8/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,12/1/14,9/14/16,closed_with_outcome,,9/14/16,,in_progress,,
Mario Covas Rodoanel - North Section (2011),Mario Covas Rodoanel - North Section (2011),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2011-034,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/11,10/1/11,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Mario Covas Rodoanel - Northern Section 2 (2012),Mario Covas Rodoanel - Northern Section 2 (2012),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2012-049,Closed Without Results,,,Other,Other,,FALSE,FALSE,11/1/12,11/1/12,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Mario Covas Rodoanel - Northern Sections 1 and 2 (2011),Mario Covas Rodoanel - Northern Sections 1 and 2 (2011),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,BR-MICI005-2011,Closed Without Results,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Due diligence, Other environmental, Pollution, Property damage",,FALSE,FALSE,7/15/11,7/15/11,8/8/11,closed_with_outcome,,8/8/11,9/2/11,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Board did not approve,,,not_undertaken,Case closed in earlier stage,7/31/13
Mario Covas Rodoanel - Western Section (2010),Mario Covas Rodoanel - Western Section (2010),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2010-006,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/10/10,1/10/10,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Mario Covas Rodoanel Project - Northern Section (2011),Mario Covas Rodoanel Project - Northern Section (2011),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2011-027,Closed Without Results,,,Other,Other,,FALSE,FALSE,9/1/11,9/1/11,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Mario Covas Rodoanel Project - Northern Section (2015),Mario Covas Rodoanel Project - Northern Section (2015),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2015-0088,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,2/13/15,2/13/15,2/18/15,closed_without_outcome,,2/18/15,,not_undertaken,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/15
Mario Covas Rodoanel Project - Northern Section - Request II (2015),Mario Covas Rodoanel Project - Northern Section - Request II (2015),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2015-0090,Closed Without Results,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Property damage",,FALSE,FALSE,4/1/15,4/1/15,4/30/15,closed_without_outcome,,,,not_undertaken,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15
Mario Covas Rodoanel Project - Northern Section 1 (2011),Mario Covas Rodoanel Project - Northern Section 1 (2011),Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,BR-MICI003-2011,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Other community health and safety issues, Other environmental, Pollution, Water",,FALSE,FALSE,5/13/11,5/13/11,5/23/11,closed_with_outcome,,5/23/11,12/17/11,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Board did not approve,,,not_undertaken,Case closed in earlier stage,7/31/13
Mariscina County Waste Management,Maris_ina County Waste Management,Croatia,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/01,Active,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence, Other, Other community health and safety issues, Other environmental, Pollution, Water",,FALSE,FALSE,3/6/13,3/6/13,,closed_with_outcome,,,3/20/13,closed_with_outcome,,,,not_undertaken,Unknown,12/10/13,,in_progress,,,,,,
Marlin-01/Sipacapa,Marlin-01/Sipacapa,Guatemala,IFC Compliance Advisor/Ombudsman,IFC/MIGA,95,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining)","Consultation and disclosure, Due diligence, Indigenous peoples, Other community health and safety issues, Pollution, Violence against the community (by gov't and/or company), Water",,FALSE,FALSE,1/1/05,,,not_undertaken,,1/1/05,3/9/05,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,5/31/06
Mauritius Waste Water,Mauritius Waste Water,Mauritius,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/04/PR,Closed Without Results,,Project/investment lending,Other,Other community health and safety issues,,FALSE,FALSE,7/17/13,7/17/13,,closed_with_outcome,,,9/30/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,9/30/13
McEwen Mining: Los Azules project,McEwen Mining: Los Azules project (2012-03-ARG),Argentina,COES Corporate Social Responsibility Counsellor,Canadian Office of the Extractive Sector,2012-03-ARG,Closed Without Results,,,"Extractives (oil, gas, mining)",Other environmental,,FALSE,FALSE,7/9/12,7/9/12,7/10/12,closed_with_outcome,,7/10/12,7/25/12,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,10/31/12
Medio Ambiente Water Infrastructure,Medio Ambiente Water Infrastructure,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/08/PR,Closed With Results Outside Process,,,Other,Consultation and disclosure,,FALSE,FALSE,10/9/13,10/9/13,,closed_with_outcome,,,11/30/13,closed_without_outcome,Unknown,,,not_undertaken,Addressed outside process,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,11/30/13
Mediterranean Railway Corridor,Mediterranean Railway Corridor,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2014/05/PR,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence",,FALSE,FALSE,5/14/14,5/14/14,,closed_with_outcome,,,6/30/14,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/14
Mediterranean Railway Corridor 2,Mediterranean Railway Corridor,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2015/03,Active,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence",,FALSE,FALSE,1/30/15,1/30/15,,closed_with_outcome,,,,closed_with_outcome,,,,,,,,,,,,,,
Medupi Power Project,Medupi Power Project,South Africa,AfDB Independent Review Mechanism,African Development Bank,RQ 2010/2,Monitoring,,Project/investment lending,Energy,"Consultation and disclosure, Livelihoods, Other community health and safety issues, Other environmental, Pollution, Water",,TRUE,TRUE,9/28/10,9/28/10,10/7/10,closed_with_outcome,,10/7/10,1/20/11,closed_with_outcome,,,,not_undertaken,Not desired by complainant,7/15/11,2/15/13,closed_with_outcome,,2/13/13,,in_progress,,
Megaplast,Megaplast,Indonesia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_7,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/05,,,not_undertaken,,1/1/05,2/28/05,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/05
Melamchi Water Supply Project,Melamchi Water Supply Project,Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,12,Closed Without Results,,Project/investment lending,"Infrastructure, Other","Other, Other community health and safety issues",,FALSE,FALSE,7/8/15,7/8/15,7/16/15,closed_with_outcome,,7/16/15,7/31/15,closed_without_outcome,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,7/31/15
Melamchi Water Supply Project (MWSP),Melamchi Water Supply Project (MWSP),Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Jan-04,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Indigenous peoples, Livelihoods",,FALSE,FALSE,5/3/04,5/3/04,5/3/04,closed_with_outcome,,5/3/04,5/11/04,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,12/31/04
Mexico Cerro de Oro Hydroelectric,Mexico Cerro de Oro Hydroelectric,Mexico,OPIC Office of Accountability,Overseas Private Investment Corporation,mexico-cerro-de-oro-hydroelectric,Closed With Results,Accountability Counsel,Project/investment lending,"Energy, Infrastructure","Consultation and disclosure, Cultural heritage, Due diligence, Human rights, Indigenous peoples, Livelihoods, Other community health and safety issues, Other gender-related issues, Pollution, Water",,FALSE,FALSE,11/30/10,11/30/10,12/6/10,closed_with_outcome,,12/6/10,12/20/10,closed_with_outcome,,11/3/11,7/3/12,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Mechanism deemed involvement unnecessary,10/31/12
Microfinance Investment Vehicles,Microfinance Investment Vehicles,United States,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_25,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/06,,,not_undertaken,,10/1/06,10/31/06,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/06
Mindoro Resources-01/Jabonga,Mindoro Resources-01/Jabonga,Philippines,IFC Compliance Advisor/Ombudsman,IFC/MIGA,176,Closed Without Results,,Equity Investment,"Extractives (oil, gas, mining)","Biodiversity, Consultation and disclosure, Cultural heritage, Indigenous peoples, Livelihoods, Water",,FALSE,FALSE,9/16/11,,,not_undertaken,,9/16/11,9/27/11,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/12
Mine Closure and Social Mitigation Project,Mine Closure and Social Mitigation Project,Romania,WB Inspection Panel,World Bank,39,Closed With Results Outside Process,,Project/investment lending,"Extractives (oil, gas, mining), Regulatory Development","Livelihoods, Property damage",,FALSE,FALSE,1/6/06,1/6/06,1/17/06,closed_with_outcome,,1/17/06,3/15/06,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,9/30/06
"Mine Closure, Environment and Socio-Economic Regeneration Project (Not Registered)","Mine Closure, Environment and Socio-Economic Regeneration Project (Not Registered)",Romania,WB Inspection Panel,World Bank,88,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining)","Other community health and safety issues, Pollution, Property damage, Water",,FALSE,FALSE,7/2/13,7/2/13,7/31/13,closed_without_outcome,,,,not_undertaken,Funding and/or consideration ended,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,7/31/13
Mining Development and Environmental Control Assistance Project,Mining Development and Environmental Control Assistance Project,Ecuador,WB Inspection Panel,World Bank,20,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining)","Biodiversity, Consultation and disclosure, Due diligence, Livelihoods, Other community health and safety issues, Pollution, Water",,TRUE,TRUE,12/13/99,12/13/99,12/17/99,closed_with_outcome,,12/17/99,4/28/00,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,4/28/00,4/28/01,closed_with_outcome,,,,not_undertaken,Funding and/or consideration ended,4/30/01
